,index,Time,Open,High,Low,Close,Volume,median_price,rsi,fast_sma,slow_sma
0,499,2018-09-07T03:00:00.000000000Z,1.16202,1.16234,1.16153,1.16196,819,1.161935,47.93577981651621,1.1620589869836393,1.1622021786912027
1,499,2018-09-07T03:00:00.000000000Z,1.16202,1.16234,1.16153,1.16204,862,1.161935,47.93577981651621,1.162085653650306,1.1622167241457482
2,499,2018-09-07T03:00:00.000000000Z,1.16202,1.16234,1.16153,1.16226,943,1.161935,47.93577981651621,1.1621589869836393,1.1622567241457482
3,499,2018-09-07T04:00:00.000000000Z,1.16238,1.16263,1.16238,1.16251,78,1.162505,47.877358490563175,1.1623071024335372,1.1623236007473476
4,499,2018-09-07T04:00:00.000000000Z,1.16238,1.1627,1.16231,1.16256,252,1.162505,47.877358490563175,1.162323769100204,1.1623326916564387
5,499,2018-09-07T04:00:00.000000000Z,1.16238,1.16271,1.16231,1.16260,334,1.16251,47.99999999999791,1.1623371024335372,1.1623399643837113
6,499,2018-09-07T04:00:00.000000000Z,1.16238,1.16276,1.16231,1.16272,396,1.162535,48.60465116279238,1.1623771024335372,1.1623617825655295
7,499,2018-09-07T04:00:00.000000000Z,1.16238,1.16284,1.16231,1.16274,480,1.162575,49.54337899543092,1.162383769100204,1.162365418929166
8,499,2018-09-07T04:00:00.000000000Z,1.16238,1.16286,1.16231,1.16278,594,1.162585,49.77272727272585,1.1623971024335373,1.1623726916564385
9,499,2018-09-07T04:00:00.000000000Z,1.16238,1.16286,1.16231,1.16260,631,1.162585,49.77272727272585,1.1623371024335372,1.1623399643837113
10,499,2018-09-07T04:00:00.000000000Z,1.16238,1.16286,1.16231,1.16272,656,1.162585,49.77272727272585,1.1623771024335372,1.1623617825655295
11,499,2018-09-07T04:00:00.000000000Z,1.16238,1.16287,1.16231,1.16286,709,1.16259,49.886621315192045,1.1624237691002037,1.162387237110984
12,499,2018-09-07T05:00:00.000000000Z,1.16292,1.16292,1.16282,1.16282,3,1.1628699999999998,60.26200873362225,1.1625647349556913,1.1624718716858466
13,499,2018-09-07T05:00:00.000000000Z,1.16292,1.1631,1.16282,1.16288,95,1.16296,61.76470588235294,1.1625847349556915,1.1624827807767557
14,499,2018-09-07T05:00:00.000000000Z,1.16292,1.1631,1.16272,1.16280,145,1.16291,60.94420600858582,1.1625580682890249,1.1624682353222102
15,499,2018-09-07T05:00:00.000000000Z,1.16292,1.1631,1.16268,1.16271,278,1.16289,60.6060606060606,1.1625280682890249,1.1624518716858465
16,499,2018-09-07T05:00:00.000000000Z,1.16292,1.1631,1.16268,1.16291,372,1.16289,60.6060606060606,1.1625947349556915,1.1624882353222101
17,499,2018-09-07T05:00:00.000000000Z,1.16292,1.1631,1.16261,1.16273,435,1.162855,60.0,1.1625347349556916,1.162455508049483
18,499,2018-09-07T05:00:00.000000000Z,1.16292,1.1631,1.16256,1.16274,482,1.16283,59.5555555555567,1.1625380682890247,1.1624573262313012
19,499,2018-09-07T05:00:00.000000000Z,1.16292,1.1631,1.16238,1.16258,597,1.1627399999999999,57.87037037036913,1.1624847349556913,1.1624282353222102
20,499,2018-09-07T05:00:00.000000000Z,1.16292,1.1631,1.16222,1.16236,736,1.16266,56.250000000002004,1.1624114016223581,1.1623882353222104
21,499,2018-09-07T06:00:00.000000000Z,1.16250,1.16423,1.1614,1.16352,1635,1.1628150000000002,61.75115207373323,1.1628120455260167,1.1626148371644531
22,499,2018-09-07T06:00:00.000000000Z,1.16250,1.16423,1.1614,1.16357,1667,1.1628150000000002,61.75115207373323,1.1628287121926832,1.162623928073544
23,499,2018-09-07T06:00:00.000000000Z,1.16250,1.16423,1.1614,1.16359,1912,1.1628150000000002,61.75115207373323,1.1628353788593497,1.1626275644371804
24,499,2018-09-07T06:00:00.000000000Z,1.16250,1.16423,1.1614,1.16396,2123,1.1628150000000002,61.75115207373323,1.1629587121926832,1.1626948371644532
25,499,2018-09-07T06:00:00.000000000Z,1.16250,1.16423,1.1614,1.16366,2450,1.1628150000000002,61.75115207373323,1.1628587121926832,1.1626402917099077
26,499,2018-09-07T06:00:00.000000000Z,1.16250,1.16423,1.1614,1.16412,2731,1.1628150000000002,61.75115207373323,1.1630120455260167,1.1627239280735442
27,499,2018-09-07T06:00:00.000000000Z,1.16250,1.16424,1.1614,1.16370,2968,1.16282,61.83908045976728,1.1628720455260166,1.1626475644371805
28,499,2018-09-07T06:00:00.000000000Z,1.16250,1.16424,1.1614,1.16358,3237,1.16282,61.83908045976728,1.1628320455260166,1.1626257462553622
29,499,2018-09-07T06:00:00.000000000Z,1.16250,1.16442,1.1614,1.16433,3572,1.16291,63.355408388520125,1.1630820455260167,1.1627621098917258
30,499,2018-09-07T06:00:00.000000000Z,1.16250,1.16446,1.1614,1.16436,3793,1.16293,63.6761487964965,1.1630920455260165,1.1627675644371804
31,499,2018-09-07T07:00:00.000000000Z,1.16402,1.16488,1.16401,1.16473,250,1.164445,80.92643051770496,1.1635624747951223,1.1630737923907508
32,499,2018-09-07T07:00:00.000000000Z,1.16402,1.16488,1.16401,1.16443,540,1.164445,80.92643051770496,1.1634624747951223,1.1630192469362055
33,499,2018-09-07T07:00:00.000000000Z,1.16402,1.16488,1.16329,1.16329,961,1.164085,78.85196374621766,1.1630824747951223,1.1628119742089327
34,499,2018-09-07T07:00:00.000000000Z,1.16402,1.16488,1.16324,1.16341,1204,1.16406,78.69101978690468,1.163122474795122,1.1628337923907508
35,499,2018-09-07T07:00:00.000000000Z,1.16402,1.16488,1.16324,1.16394,1490,1.16406,78.69101978690468,1.163299141461789,1.1629301560271146
36,499,2018-09-07T07:00:00.000000000Z,1.16402,1.16488,1.16324,1.16428,1785,1.16406,78.69101978690468,1.1634124747951222,1.1629919742089327
37,499,2018-09-07T07:00:00.000000000Z,1.16402,1.16488,1.16324,1.16422,2026,1.16406,78.69101978690468,1.1633924747951223,1.1629810651180237
38,499,2018-09-07T07:00:00.000000000Z,1.16402,1.16488,1.16324,1.16402,2120,1.16406,78.69101978690468,1.1633258081284554,1.1629447014816598
39,499,2018-09-07T08:00:00.000000000Z,1.16456,1.16486,1.16418,1.16451,1398,1.16452,80.28169014083811,1.1638472054189704,1.1633140946006968
40,499,2018-09-07T09:00:00.000000000Z,1.16443,1.16496,1.16416,1.16441,1050,1.16456,83.28530259365536,1.1640014702793138,1.1634910360782562
41,499,2018-09-07T10:00:00.000000000Z,1.16368,1.16388,1.16268,1.16272,1021,1.1632799999999999,65.83924349881443,1.1634032024084313,1.163236302245846
